message_time,message,label,category
2005-06-05 10:03:26,RAS KERNEL INFO generating core.1744,0,-
2005-06-05 10:04:06,RAS KERNEL INFO generating core.1588,0,-
2005-06-05 10:28:39,RAS KERNEL INFO generating core.5307,0,-
2005-06-06 08:08:32,"RAS KERNEL INFO CE sym 20, at 0x01228120, mask 0x10",0,-
2005-06-06 08:08:38,"RAS KERNEL INFO CE sym 5, at 0x11042a80, mask 0x04",0,-
2005-06-06 10:36:43,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-06 10:53:40,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-06 10:54:40,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-06 11:04:08,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-06 11:09:51,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-06 11:11:07,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-06 19:50:03,RAS KERNEL INFO generating core.430,0,-
2005-06-06 19:51:40,RAS KERNEL INFO ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff,0,-
2005-06-06 20:24:16,RAS KERNEL INFO generating core.976,0,-
2005-06-06 22:41:28,RAS KERNEL INFO generating core.1990,0,-
2005-06-07 06:05:49,RAS KERNEL INFO generating core.3638,0,-
2005-06-07 06:06:09,RAS KERNEL INFO generating core.2690,0,-
2005-06-07 06:06:10,RAS KERNEL INFO generating core.3804,0,-
2005-06-07 06:09:43,RAS KERNEL INFO generating core.418,0,-
2005-06-07 06:10:21,RAS KERNEL INFO generating core.310,0,-
2005-06-07 12:20:13,RAS KERNEL INFO generating core.2409,0,-
2005-06-07 12:21:39,RAS KERNEL INFO generating core.8153,0,-
2005-06-07 12:22:05,RAS KERNEL INFO generating core.7836,0,-
2005-06-07 12:22:27,RAS KERNEL INFO generating core.2911,0,-
2005-06-07 12:31:30,RAS KERNEL INFO generating core.2921,0,-
2005-06-07 15:31:37,RAS KERNEL INFO generating core.122,0,-
2005-06-07 15:32:46,RAS KERNEL INFO generating core.1973,0,-
2005-06-07 22:17:59,RAS KERNEL INFO generating core.4984,0,-
2005-06-07 22:18:17,RAS KERNEL INFO generating core.1822,0,-
2005-06-08 10:25:56,"RAS KERNEL INFO CE sym 28, at 0x110067e0, mask 0x02",0,-
2005-06-08 16:02:20,"RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 25, bit 1",0,-
2005-06-08 21:07:56,RAS KERNEL INFO generating core.3265,0,-
2005-06-08 21:07:57,RAS KERNEL INFO generating core.2599,0,-
2005-06-08 21:48:27,RAS KERNEL INFO generating core.1818,0,-
2005-06-09 12:02:56,RAS KERNEL INFO generating core.3401,0,-
2005-06-09 12:03:36,RAS KERNEL INFO generating core.25350,0,-
2005-06-09 12:05:58,RAS KERNEL INFO generating core.1820,0,-
2005-06-09 14:04:58,"RAS KERNEL INFO CE sym 2, at 0x1b85f080, mask 0x02",0,-
2005-06-09 14:54:06,RAS KERNEL INFO generating core.254,0,-
2005-06-09 14:54:30,RAS KERNEL INFO generating core.1887,0,-
2005-06-09 19:37:23,RAS KERNEL INFO generating core.8280,0,-
2005-06-09 19:37:44,RAS KERNEL INFO generating core.12357,0,-
2005-06-11 17:46:52,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 17:47:41,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 17:53:42,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 17:54:54,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 18:02:09,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 18:03:02,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 18:13:56,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 18:22:22,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 18:28:02,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 18:31:31,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 18:40:57,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 18:51:05,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 19:06:52,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 19:30:20,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 19:31:50,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 19:32:27,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 19:48:43,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 19:55:42,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 20:07:03,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 20:08:20,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 20:54:17,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 21:02:13,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 21:05:32,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 21:11:06,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 21:17:32,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 21:28:34,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 21:29:50,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 21:33:53,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 21:44:43,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 21:59:09,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 22:02:33,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 22:04:51,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 22:06:51,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 22:07:55,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 22:14:23,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 22:24:48,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 22:36:43,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 22:40:38,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 22:46:53,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 22:48:19,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 22:52:11,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 23:12:34,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-11 23:26:23,RAS KERNEL FATAL data TLB error interrupt,1,KERNDTLB
2005-06-13 11:22:42,"RAS KERNEL INFO CE sym 10, at 0x08d10580, mask 0x08",0,-
2005-06-13 17:36:43,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-13 17:38:02,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-13 17:39:09,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-13 17:39:38,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-13 17:41:21,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-13 17:41:57,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-13 17:44:11,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-13 17:45:55,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-13 17:48:54,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-13 17:50:33,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-13 17:53:23,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-14 00:04:02,RAS KERNEL INFO generating core.2522,0,-
2005-06-14 07:11:09,RAS KERNEL INFO generating core.2332,0,-
2005-06-14 07:11:18,RAS KERNEL INFO generating core.4505,0,-
2005-06-14 07:11:48,RAS KERNEL INFO generating core.1521,0,-
2005-06-14 09:06:45,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:07:57,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:08:48,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:09:20,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:09:30,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:11:51,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:13:51,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:13:51,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:14:36,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-14 09:15:46,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-14 09:16:35,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-14 09:17:05,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-14 09:17:38,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-14 09:21:59,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-14 09:22:19,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-14 09:33:24,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:33:53,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-14 09:35:35,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-14 09:36:55,RAS KERNEL FATAL data address: 0x00000002,0,-
2005-06-14 09:41:23,RAS KERNEL FATAL machine check: i-fetch......................0,0,-
2005-06-14 09:42:00,RAS KERNEL FATAL machine check: i-fetch......................0,0,-
2005-06-14 09:43:01,RAS KERNEL FATAL program interrupt: illegal instruction......0,0,-
2005-06-14 09:51:37,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:52:22,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:52:35,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:52:45,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:53:37,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-14 09:54:04,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:54:30,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-14 09:55:11,RAS KERNEL FATAL data address: 0x00000002,0,-
2005-06-14 09:55:21,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 09:56:02,RAS KERNEL FATAL data address: 0x00000002,0,-
2005-06-14 09:56:26,RAS KERNEL FATAL data address: 0x00000002,0,-
2005-06-14 09:59:17,RAS KERNEL FATAL machine check: i-fetch......................0,0,-
2005-06-14 10:17:23,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 10:17:24,RAS KERNEL FATAL data storage interrupt,1,KERNSTOR
2005-06-14 10:18:09,RAS KERNEL FATAL instruction address: 0x00004ed8,0,-
2005-06-14 10:18:50,RAS KERNEL FATAL exception syndrome register: 0x00800000,0,-
2005-06-14 10:19:22,RAS KERNEL FATAL exception syndrome register: 0x00800000,0,-
2005-06-14 10:19:34,RAS KERNEL FATAL exception syndrome register: 0x00800000,0,-
2005-06-14 10:20:49,RAS KERNEL FATAL program interrupt: illegal instruction......0,0,-
2005-06-14 10:21:37,RAS KERNEL FATAL program interrupt: illegal instruction......0,0,-
2005-06-14 10:21:45,RAS KERNEL FATAL data address: 0x00000002,0,-
2005-06-14 10:23:31,RAS KERNEL FATAL exception syndrome register: 0x00800000,0,-
2005-06-14 10:26:24,RAS KERNEL FATAL machine check: i-fetch......................0,0,-
2005-06-14 10:26:31,RAS KERNEL FATAL data store interrupt caused by dcbf.........0,0,-
2005-06-14 10:26:33,RAS KERNEL FATAL machine check: i-fetch......................0,0,-
2005-06-14 10:26:37,RAS KERNEL FATAL data store interrupt caused by dcbf.........0,0,-
2005-06-14 10:27:08,RAS KERNEL FATAL program interrupt: illegal instruction......0,0,-
2005-06-14 10:28:21,RAS KERNEL FATAL program interrupt: illegal instruction......0,0,-
2005-06-14 10:30:27,RAS KERNEL FATAL program interrupt: privileged instruction...0,0,-
2005-06-14 10:30:36,RAS KERNEL FATAL program interrupt: privileged instruction...0,0,-
2005-06-14 10:31:49,RAS KERNEL FATAL program interrupt: trap instruction.........0,0,-
2005-06-14 10:32:55,RAS KERNEL FATAL program interrupt: imprecise exception......0,0,-
2005-06-14 10:36:43,RAS KERNEL FATAL store operation.............................1,0,-
2005-06-14 10:37:26,RAS KERNEL FATAL machine state register: 0x00002000,0,-
2005-06-14 10:41:58,RAS KERNEL FATAL data store interrupt caused by icbi.........0,0,-
2005-06-14 10:43:09,RAS KERNEL FATAL data store interrupt caused by icbi.........0,0,-
2005-06-14 10:43:21,RAS KERNEL FATAL floating point instr. enabled.....1,0,-
2005-06-14 10:43:21,RAS KERNEL FATAL data store interrupt caused by icbi.........0,0,-
2005-06-14 10:43:34,RAS KERNEL FATAL floating point instr. enabled.....1,0,-
2005-06-14 10:44:45,RAS KERNEL FATAL machine check enable..............0,0,-
2005-06-14 10:45:15,RAS KERNEL FATAL floating pt ex mode 0 enable......0,0,-
2005-06-14 10:47:39,RAS KERNEL FATAL program interrupt: unimplemented operation..0,0,-
2005-06-14 10:48:22,RAS KERNEL FATAL debug interrupt enable............0,0,-
2005-06-14 10:48:50,RAS KERNEL FATAL floating pt ex mode 1 enable......0,0,-
2005-06-14 10:49:44,RAS KERNEL FATAL byte ordering exception.....................0,0,-
2005-06-14 10:50:09,RAS KERNEL FATAL byte ordering exception.....................0,0,-
2005-06-14 10:51:09,RAS KERNEL FATAL data address space................0,0,-
2005-06-14 10:51:56,RAS KERNEL FATAL program interrupt: imprecise exception......0,0,-
2005-06-14 10:52:08,RAS KERNEL FATAL core configuration register: 0x00002000,0,-
2005-06-14 10:52:48,RAS KERNEL FATAL program interrupt: imprecise exception......0,0,-
2005-06-14 10:57:03,RAS KERNEL FATAL guaranteed instruction cache block touch.0,0,-
2005-06-14 10:57:27,RAS KERNEL FATAL guaranteed instruction cache block touch.0,0,-
2005-06-14 10:57:55,RAS KERNEL FATAL program interrupt: fp cr field .............0,0,-
2005-06-14 10:58:29,RAS KERNEL FATAL program interrupt: fp cr field .............0,0,-
2005-06-14 10:58:48,RAS KERNEL FATAL guaranteed data cache block touch........1,0,-
2005-06-14 10:58:54,RAS KERNEL FATAL program interrupt: fp cr field .............0,0,-
2005-06-14 10:59:48,RAS KERNEL FATAL force load/store alignment...............0,0,-
2005-06-14 11:00:57,RAS KERNEL FATAL machine state register: 0x00002000,0,-
2005-06-14 11:02:02,RAS KERNEL FATAL icache prefetch threshold................0,0,-
2005-06-14 11:02:30,RAS KERNEL FATAL machine state register: 0x00002000,0,-
2005-06-14 11:03:08,RAS KERNEL FATAL wait state enable.................0,0,-
2005-06-14 11:05:37,RAS KERNEL FATAL critical input interrupt enable...0,0,-
2005-06-14 11:09:45,"RAS KERNEL FATAL problem state (0=sup,1=usr).......0",0,-
2005-06-14 11:10:02,"RAS KERNEL FATAL problem state (0=sup,1=usr).......0",0,-
2005-06-14 11:12:52,RAS KERNEL FATAL floating point instr. enabled.....1,0,-
2005-06-14 11:13:30,RAS KERNEL FATAL special purpose registers:,0,-
2005-06-14 11:15:27,RAS KERNEL FATAL rts internal error,0,-
2005-06-14 11:17:11,RAS KERNEL FATAL floating pt ex mode 0 enable......0,0,-
2005-06-14 11:17:29,RAS KERNEL FATAL floating pt ex mode 0 enable......0,0,-
2005-06-14 11:20:52,RAS KERNEL FATAL debug wait enable.................0,0,-
2005-06-14 11:23:44,RAS KERNEL FATAL floating pt ex mode 1 enable......0,0,-
2005-06-14 11:26:58,RAS KERNEL FATAL instruction address space.........0,0,-
2005-06-14 11:29:01,RAS KERNEL FATAL data address space................0,0,-
2005-06-14 11:29:10,RAS KERNEL FATAL data address space................0,0,-
2005-06-14 11:29:32,RAS KERNEL FATAL data address space................0,0,-
2005-06-14 11:30:07,RAS KERNEL FATAL core configuration register: 0x00002000,0,-
2005-06-14 11:30:08,RAS KERNEL FATAL core configuration register: 0x00002000,0,-
2005-06-14 11:30:37,RAS KERNEL FATAL core configuration register: 0x00002000,0,-
2005-06-14 11:30:39,RAS KERNEL FATAL core configuration register: 0x00002000,0,-
2005-06-14 11:31:02,RAS KERNEL FATAL core configuration register: 0x00002000,0,-
2005-06-14 11:31:23,RAS KERNEL FATAL core configuration register: 0x00002000,0,-
2005-06-14 11:32:21,RAS KERNEL FATAL disable store gathering..................0,0,-
2005-06-14 11:33:31,RAS KERNEL FATAL disable store gathering..................0,0,-
2005-06-14 11:34:02,RAS KERNEL FATAL disable store gathering..................0,0,-
2005-06-14 14:12:11,RAS KERNEL INFO generating core.42,0,-
2005-06-14 14:27:33,RAS KERNEL INFO total of 1 ddr error(s) detected and corrected,0,-
2005-06-14 21:31:55,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-14 21:41:42,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-14 21:51:40,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-14 22:18:36,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-14 22:23:59,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-15 06:57:15,RAS KERNEL INFO generating core.1978,0,-
2005-06-15 07:40:32,RAS KERNEL INFO generating core.15,0,-
2005-06-15 09:17:20,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-15 09:22:24,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-15 09:23:45,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-15 09:25:03,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-15 09:25:06,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-15 09:28:33,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-15 09:31:16,RAS KERNEL INFO generating core.16218,0,-
2005-06-16 01:03:10,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-16 01:49:22,RAS KERNEL INFO generating core.8531,0,-
2005-06-16 01:49:45,RAS KERNEL INFO generating core.2961,0,-
2005-06-16 01:49:56,RAS KERNEL INFO generating core.15966,0,-
2005-06-16 02:58:08,RAS KERNEL INFO generating core.42,0,-
2005-06-16 02:58:09,RAS KERNEL INFO generating core.93,0,-
2005-06-16 03:00:53,RAS KERNEL INFO generating core.6037,0,-
2005-06-16 03:01:00,RAS KERNEL INFO generating core.886,0,-
2005-06-16 03:01:16,RAS KERNEL INFO generating core.2790,0,-
2005-06-16 03:01:16,RAS KERNEL INFO generating core.3053,0,-
2005-06-16 14:55:02,RAS APP FATAL ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:51706,1,APPREAD
2005-06-16 16:29:12,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-17 17:42:38,RAS KERNEL INFO generating core.1488,0,-
2005-06-18 07:08:12,"RAS KERNEL INFO CE sym 2, at 0x0b85f680, mask 0x0e",0,-
2005-06-18 20:25:10,RAS KERNEL INFO generating core.2186,0,-
2005-06-19 00:34:14,RAS KERNEL INFO generating core.978,0,-
2005-06-20 11:10:00,RAS KERNEL INFO generating core.5401,0,-
2005-06-20 11:10:39,RAS KERNEL INFO generating core.14418,0,-
2005-06-20 11:10:44,RAS KERNEL INFO generating core.2558,0,-
2005-06-20 11:13:55,RAS KERNEL INFO generating core.4614,0,-
2005-06-20 11:14:51,RAS KERNEL INFO generating core.7615,0,-
2005-06-20 19:04:15,RAS APP FATAL ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes,1,APPCHILD
2005-06-20 20:31:06,"RAS KERNEL INFO CE sym 0, at 0x1b858280, mask 0x40",0,-
2005-06-21 11:14:40,RAS KERNEL INFO generating core.4660,0,-
2005-06-21 11:15:09,RAS KERNEL INFO generating core.721,0,-
2005-06-21 11:15:56,RAS KERNEL INFO generating core.5287,0,-
2005-06-21 11:16:24,RAS KERNEL INFO generating core.783,0,-
2005-06-21 12:58:18,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-21 18:07:34,"RAS APP FATAL ciod: Error loading ./runtime_malloc: invalid or missing program image, No such file or directory",0,-
2005-06-22 07:35:37,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-22 14:29:56,RAS KERNEL INFO 199680 double-hummer alignment exceptions,0,-
2005-06-22 15:20:12,RAS KERNEL INFO 1969920 double-hummer alignment exceptions,0,-
2005-06-22 16:01:45,RAS KERNEL INFO 6182400 double-hummer alignment exceptions,0,-
2005-06-23 09:53:56,RAS KERNEL INFO 6182400 double-hummer alignment exceptions,0,-
2005-06-23 17:02:44,RAS KERNEL INFO 3091200 double-hummer alignment exceptions,0,-
2005-06-23 17:02:49,RAS KERNEL INFO 3091200 double-hummer alignment exceptions,0,-
2005-06-23 17:13:50,RAS KERNEL INFO 3091200 double-hummer alignment exceptions,0,-
2005-06-24 08:09:59,"RAS KERNEL INFO CE sym 12, at 0x1b786f60, mask 0x04",0,-
2005-06-24 11:36:01,"RAS KERNEL INFO CE sym 0, at 0x1b8584e0, mask 0x80",0,-
2005-06-24 22:38:24,"RAS KERNEL INFO CE sym 23, at 0x03f89c00, mask 0x10",0,-
2005-06-25 03:34:07,RAS KERNEL INFO 259966605 double-hummer alignment exceptions,0,-
2005-06-25 03:34:50,RAS KERNEL INFO 255244071 double-hummer alignment exceptions,0,-
2005-06-25 03:35:55,RAS KERNEL INFO 259822751 double-hummer alignment exceptions,0,-
2005-06-25 08:55:15,RAS KERNEL INFO generating core.24721,0,-
2005-06-25 08:58:20,RAS KERNEL INFO generating core.58109,0,-
2005-06-25 09:00:42,RAS KERNEL INFO generating core.19579,0,-
2005-06-25 09:02:26,RAS KERNEL INFO generating core.62516,0,-
2005-06-25 09:03:33,RAS KERNEL INFO generating core.16830,0,-
2005-06-25 09:06:07,RAS KERNEL INFO generating core.10140,0,-
2005-06-25 09:06:33,RAS KERNEL INFO generating core.37749,0,-
2005-06-25 09:06:52,RAS KERNEL INFO generating core.56155,0,-
2005-06-25 09:07:05,RAS KERNEL INFO generating core.40250,0,-
2005-06-25 09:10:19,RAS KERNEL INFO generating core.45353,0,-
2005-06-25 09:10:34,RAS KERNEL INFO generating core.9578,0,-
2005-06-25 09:10:45,RAS KERNEL INFO generating core.14856,0,-
2005-06-25 09:11:48,RAS KERNEL INFO generating core.62468,0,-
2005-06-25 09:12:02,RAS KERNEL INFO generating core.38415,0,-
2005-06-25 09:13:00,RAS KERNEL INFO generating core.39138,0,-
2005-06-25 11:43:28,RAS KERNEL INFO generating core.10394,0,-
2005-06-25 11:44:00,RAS KERNEL INFO generating core.41347,0,-
2005-06-25 11:44:31,RAS KERNEL INFO generating core.7619,0,-
2005-06-25 11:46:00,RAS KERNEL INFO generating core.22421,0,-
2005-06-25 11:47:25,RAS KERNEL INFO generating core.18261,0,-
2005-06-25 11:48:00,RAS KERNEL INFO generating core.58616,0,-
2005-06-25 11:49:12,RAS KERNEL INFO generating core.58777,0,-
2005-06-25 11:49:12,RAS KERNEL INFO generating core.25048,0,-
2005-06-25 11:51:16,RAS KERNEL INFO generating core.49137,0,-
2005-06-25 11:51:29,RAS KERNEL INFO generating core.42553,0,-
2005-06-25 12:04:40,RAS KERNEL INFO generating core.2109,0,-
2005-06-25 12:09:09,RAS KERNEL INFO generating core.10752,0,-
2005-06-25 12:10:34,RAS KERNEL INFO generating core.323,0,-
2005-06-25 14:51:47,"RAS APP FATAL ciod: Error loading /home/glosli/src/ddcMD/ddcMD/1.1.13/ddcMDbglV: invalid or missing program image, No such file or directory",0,-
2005-06-26 08:25:04,"RAS KERNEL INFO CE sym 5, at 0x11042a80, mask 0x04",0,-
2005-06-26 09:00:59,RAS KERNEL INFO instruction cache parity error corrected,0,-
2005-06-26 09:19:15,RAS KERNEL INFO generating core.21112,0,-
